Logarithmic_mean (with adaptive stepsize),Logarithmic_std (with adaptive stepsize),Quadratic_mean (with adaptive stepsize),Quadratic_std (with adaptive stepsize),Boltzmann_mean (with adaptive stepsize),Boltzmann_std (with adaptive stepsize)
100.0,9.817081144836723e-16,100.0,1.0975830390243183e-15,100.0,1.2023419784173845e-15
61.79155919407572,2.1079340407202327,62.48635675133096,2.053910213365781,58.10563260357215,1.9911095892597304
46.84832640974932,1.816246620039864,47.21806480578173,2.0401190635775923,42.149030924671344,1.5946534405722461
38.01651294448976,1.5843945155723334,38.552107477729926,2.273291913632094,33.01033731881589,1.3331623450028238
32.13228422034222,1.395625437281672,32.005226845353214,1.3560483036750912,27.18285874949043,1.1323343418865022
27.87386412531079,1.2466091418107528,27.772780116254417,1.199770416034407,23.157596851071084,0.9884407342481272
24.615910079525943,1.1230811052100647,24.559937348625166,1.0815781704191638,20.18500564669936,0.8761730092068253
22.04414338484529,1.0211903292332687,22.041740994527842,0.9845515528584952,17.885419364976894,0.7859489669231378
19.95716155295685,0.936222823858329,20.01177042930341,0.9043000513185614,16.050657799548247,0.7125849296398232
18.231391044213886,0.864888251659731,18.342978911289993,0.836431337227965,14.556243756890304,0.6514860366272945
16.776890341602723,0.8023931336046395,16.951114862034554,0.7791941266239428,13.314398637835438,0.5998381560242019
15.537735005816947,0.7489391867759457,15.773494089365068,0.7299359728205136,12.26598332592116,0.5560949028553074
14.468389134636057,0.7022078014623334,14.764485160906371,0.6870920587842392,11.370521935104062,0.5179938004973543
13.535587203074721,0.6603833087081057,13.894136875314013,0.6498509406737012,10.59458451310021,0.48463872655818735
12.714504998556995,0.6235942442248015,13.135009273502838,0.6171144494691627,9.917857854759577,0.4556081565168001
11.987626757034967,0.5906991464638212,12.467784095696022,0.5878983274731256,9.322050113643376,0.4295855097221214
11.338506544978674,0.5606701349035187,11.879301738491131,0.5620754349770143,8.793107745874629,0.406429251834068
10.755660274279682,0.533864908425177,11.355674890136868,0.5389862162549233,8.320591651198026,0.3857015492302177
10.22957408751332,0.5094434647760975,10.887436442089879,0.5181188184905074,7.8962318181200075,0.36689416845600564
9.752516690447214,0.4868979524696658,10.467339026808505,0.4993573745994124,7.512607683237934,0.34983416243601545
9.317352312848406,0.4664680665669156,10.088543089911118,0.48238515619032946,7.164592878731329,0.33435234596348107
8.919405795278589,0.4476348879175382,9.745145664883687,0.46687712721135377,6.847081833570338,0.32012855548545527
8.554164928395037,0.4301602637652925,9.43339440895579,0.4527979824983357,6.556462691433292,0.30702664190841755
8.217185397857186,0.4140902222787257,9.14897393832595,0.4398895556508841,6.28948359935408,0.29504521441124887
7.905784749551424,0.39915166600457286,8.888687348344511,0.4280208127074611,6.043287790803107,0.28390879784946915
7.617124849620126,0.38516546553073167,8.650051138014543,0.41713078901776124,5.815494616565186,0.27355469427549894
7.348590203883488,0.37222548033154734,8.430431256139379,0.40707676785779184,5.604274463422345,0.26398847819179544
7.098403286578998,0.3601048995766631,8.227681602402367,0.39775534767031206,5.407763933823953,0.25500758091802384
6.8646849346286345,0.34867132018698194,8.040410287983573,0.3891454802678376,5.224556113697738,0.24665051323451123
6.645777719463057,0.3380292815184387,7.866754572299522,0.38114226837794885,5.053384452283755,0.23884032138022743
6.440328555013833,0.32799355977768846,7.705401140086431,0.3736805581761887,4.892921009263914,0.23146426602051362
6.2472755630036305,0.3184763938513484,7.555309063690788,0.36673427838929107,4.742360248698564,0.22454880902694913
6.065372068188134,0.30955810659855804,7.41532172768729,0.3602463555844158,4.6112115709735635,0.21908684152084917
5.89371672379043,0.3011168718822582,7.284478574063774,0.3541648148878248,4.525727142120641,0.21707825512164422
5.731587657337059,0.2930741792050259,7.1620923104243035,0.34847289162625533,4.47824357879735,0.21670387336689212
5.578080230996393,0.2855055342364853,7.047307953636103,0.3431268688345479,4.456384406066976,0.2166688110020821
5.43248861333474,0.27830213629173384,6.939540124880319,0.33810059807868426,4.448641535328371,0.2166083208908396
5.294443400091028,0.27142645839601,6.838202094069678,0.3333664871439056,4.444888935585631,0.21661409867704964
5.163162041190239,0.2649134825838048,6.7427455707247645,0.3289015168275168,4.4431150076558605,0.21665783170848585
5.038172424664415,0.25869413125981744,6.652726943122673,0.3246859213664342,4.441860416813371,0.21663176960019384
4.919168821746485,0.2527486717708246,6.567723701524783,0.3207032674725472,4.440908486181829,0.21657082659524748
4.805632408860871,0.24708311976839184,6.487338938706471,0.31693103780097565,4.440147931338936,0.2165223794284468
4.697109521678145,0.241659875214731,6.4112322059292435,0.3133580607886917,4.439422268675285,0.21647144965298543
4.593519350353934,0.23646843059352515,6.339097552894624,0.30996793405362555,4.438945997499105,0.21645076308738595
4.494353004438337,0.23149479135337778,6.270649521881105,0.30674693827528976,4.438588519919335,0.21643810550300668
4.399294350599593,0.22672612192575942,6.205617554078519,0.30368589916022115,4.438239342214186,0.21642004296127065
4.313036477823239,0.22266854932029737,6.143773227006228,0.3007727261457493,4.437952477120079,0.2163824321668654
4.246972140630528,0.22030589431970027,6.084901914042065,0.29799502710139275,4.437683123489719,0.21634697692356578
4.199536167558503,0.21913380181833453,6.0288019989513,0.2953492530948838,4.437451500649817,0.21632015321499057
4.1700448580399065,0.2189140918688302,5.975289336559518,0.29282213827312215,4.437352166284851,0.21631716544335677
4.15517382312059,0.21912695992547934,5.924208754123781,0.29040820233010506,4.43721818555302,0.21631010103135712
4.149083794718124,0.21924830851872698,5.875399007657615,0.288101148334986,4.43714121999613,0.2163086299861486
4.146936739056773,0.21919802081446502,5.828719158643217,0.28589313225860047,4.437015920511034,0.2163020182037086
4.1458972476191915,0.21910895024317653,5.7840427307163065,0.2837777038736534,4.43693555844612,0.21629998583882684
4.145197299273651,0.21906470304014206,5.741249331533521,0.2817520426733267,4.436820058992197,0.21629174620361066
4.144748643570402,0.21902570348491343,5.700225186430137,0.2798077657677534,4.436786603777961,0.21629699257471083
4.144436923414659,0.21897359739887998,5.660869712430504,0.2779418147280143,4.436731118459184,0.2162922345892519
4.144132421144514,0.21892495166993767,5.623086975771805,0.2761501605189672,4.436709110765047,0.21629258633073536
4.143798136204514,0.21886653518409901,5.586789460231837,0.2744277793327531,4.436682986636828,0.2162903687307214
4.143468058278017,0.21881255016418474,5.551896756127561,0.27277137757733383,4.436675590137943,0.21628868219618683
4.143109245259376,0.2187495481841051,5.518327167083941,0.2711771452176796,4.436656628153475,0.21628724097662075
4.142760298773066,0.21869195834001326,5.486017456080125,0.26964228822154646,4.436649014403011,0.21628593066239254
4.14250933065204,0.2186508438858741,5.454894708814045,0.26816314985429857,4.43663419896053,0.21628474840175166
4.142350728672106,0.21863367217275265,5.424896844817587,0.2667366634719391,4.43663269884157,0.21628322792043755
4.142173401037193,0.21860987618877453,5.395973954986861,0.26536142053742884,4.436626086630469,0.21628390282632093
4.14201530738207,0.2185936626980924,5.368062881320003,0.26403320785963286,4.436622747394469,0.2162831846564373
4.141842260276201,0.2185699207043984,5.341115951378511,0.2627504831773937,4.4366209065803,0.2162827888380857
4.14176093301042,0.2185655220965465,5.315092092279786,0.2615117212229157,4.436618392494089,0.2162822483488878
4.141691216018987,0.21855627779322626,5.289937160228132,0.2603137473794096,4.436618392494089,0.2162822483488878
4.141639956998664,0.2185555786203737,5.265614228949162,0.25915469241731537,4.436618392494089,0.2162822483488878
4.141594164659835,0.2185512510347108,5.242087371258566,0.2580336001683311,4.436618392494089,0.2162822483488878
4.141570263725839,0.2185493013672431,5.219314391071675,0.256948173108775,4.436618392494089,0.2162822483488878
4.141550604615837,0.218545908980495,5.197261060515339,0.25589653241825905,4.436618392494089,0.2162822483488878
4.141535134874507,0.2185443108387961,5.175898932238432,0.25487764446782085,4.436618392494089,0.2162822483488878
4.141520440122817,0.21854185328841536,5.15519469242333,0.253890170713331,4.436618392494089,0.2162822483488878
4.141508061630595,0.2185399995822363,5.135118203907432,0.25293196716607136,4.436618392494089,0.2162822483488878
4.141499728962066,0.2185377661186146,5.1156444449437934,0.2520024125544227,4.436618392494089,0.2162822483488878
4.141489018164645,0.2185362490396316,5.096746663684029,0.251100536534914,4.436618392494089,0.2162822483488878
4.1414811545121415,0.2185340950761954,5.07839968069142,0.25022438466919145,4.436618392494089,0.2162822483488878
4.141472324097879,0.2185329253545006,5.06058195521597,0.2493730979670302,4.436618392494089,0.2162822483488878
4.141465093840236,0.2185308737175389,5.043271423632417,0.24854644653862015,4.436618392494089,0.2162822483488878
4.141459472962856,0.2185301275793814,5.026445425693588,0.24774233552160416,4.436618392494089,0.2162822483488878
4.141460615253326,0.21853029240638172,5.0100866738945795,0.24696031405416188,4.436618392494089,0.2162822483488878
4.141454851960102,0.21852946102963222,4.994176221594362,0.24620003915656716,4.436618392494089,0.2162822483488878
4.141456579746287,0.21852971020681783,4.9786949733623995,0.24545983378909464,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.9636280759954525,0.24473909802336602,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.948958435864671,0.24403769483877938,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.934670533648452,0.2433541431003194,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.920751499545669,0.2426881484191554,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.9071867052763025,0.24203904363744846,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.893963260192953,0.2414061070692658,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.8810691708767395,0.24078889845118345,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.868491619939826,0.2401867355368295,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.856220662911827,0.23959918782699827,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.844244231802313,0.23902557474662783,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.832552523111518,0.23846556841925556,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.821136465890353,0.23791866270963877,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.809985688552381,0.23738444148151777,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.799091417641736,0.23686242972680646,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.788445677761717,0.23635224097478896,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.7780399066200925,0.235853485917508,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.767865748263068,0.23536575592099568,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.7579167631580015,0.23488880953817115,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.748184779781125,0.23442213134460577,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.738663279702848,0.23396556413498545,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.729345785138519,0.2335187017058318,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.7202258944006585,0.23308124771340816,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.711297178621883,0.2326529753168723,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.702554206978087,0.23223349687099526,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.6939911416280555,0.23182262316212926,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.685602626834487,0.23142015470572933,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.677383290395199,0.23102565327129368,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.669328541505229,0.2306390876054342,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.6614333341336245,0.23026012145128527,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.6536930915819035,0.2298885286380257,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.646103501793377,0.2295241897606856,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.638659835567263,0.2291667724964498,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.631358671334962,0.22881618038043214,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.624195706568932,0.22847222303986892,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.617166874192878,0.228134650250959,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.610268797684734,0.22780332390447794,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.603498023203128,0.22747810769019106,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.596850814761771,0.22715878688543786,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.590323814589647,0.22684519826087585,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.5839143315865165,0.22653725714081105,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.577618901045092,0.22623477631262232,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.5714344229396815,0.22593757784395235,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.565358518837043,0.22564560006239404,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.559387884230976,0.2253586416986678,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.553520030894874,0.22507661473428267,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.547752618406701,0.22479938123268378,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.542082739510166,0.2245268351629262,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.536508073792363,0.2242588385217023,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.531026586407101,0.223995284411831,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.525635539414189,0.22373610714088632,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.520332983041837,0.2234811374553317,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.51511695318276,0.2232303019070283,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.509984904182235,0.22298352009266517,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.504935270262374,0.2227406529482066,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.499966002132414,0.22250165373983993,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.495075049724705,0.22226641709542505,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.490260857479599,0.22203483647956102,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.4855215011116965,0.22180684603491665,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.48085519726039,0.22158237819814275,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.476260552004091,0.22136131672103332,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.471735643226309,0.22114361257003287,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.467279036720603,0.22092918786282675,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.462889402034374,0.22071795621630882,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.4585650074688195,0.22050987851460915,4.436618392494089,0.2162822483488878
4.141450835848335,0.21852888204231705,4.454304410080285,0.22030484612003384,4.436618392494089,0.2162822483488878
